INFO: 2021-12-15 15:39:55,834 Covid data API request
INFO: 2021-12-15 15:56:04,321 News API request
DEBUG: 2021-12-15 15:56:04,321 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:04,778 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=COVID-19 HTTP/1.1" 200 None
INFO: 2021-12-15 15:56:04,780 News API request
DEBUG: 2021-12-15 15:56:04,782 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:04,914 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=coronavirus HTTP/1.1" 200 None
INFO: 2021-12-15 15:56:04,916 News API request
INFO: 2021-12-15 15:56:04,919 Covid data API request
DEBUG: 2021-12-15 15:56:04,921 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,238 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:05,243 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,455 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:56:05,455 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,520 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:05,520 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,581 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dnation%3BareaName%3DEngland&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:56:05,596 Opened covid csv file
INFO: 2021-12-15 15:56:05,596 Covid data API request
DEBUG: 2021-12-15 15:56:05,596 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,659 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:05,659 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,895 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=json&page=2 HTTP/1.1" 204 0
DEBUG: 2021-12-15 15:56:05,895 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:05,963 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=1 HTTP/1.1" 200 None
DEBUG: 2021-12-15 15:56:05,967 Starting new HTTPS connection (1): api.coronavirus.data.gov.uk:443
DEBUG: 2021-12-15 15:56:06,131 https://api.coronavirus.data.gov.uk:443 "GET /v1/data?filters=areaType%3Dltla%3BareaName%3DExeter&structure=%7B%22areaCode%22%3A%22areaCode%22%2C%22areaName%22%3A%22areaName%22%2C%22areaType%22%3A%22areaType%22%2C%22date%22%3A%22date%22%2C%22cumDailyNsoDeathsByDeathDate%22%3A%22cumDailyNsoDeathsByDeathDate%22%2C%22hospitalCases%22%3A%22hospitalCases%22%2C%22newCasesBySpecimenDate%22%3A%22newCasesBySpecimenDate%22%7D&format=csv&page=2 HTTP/1.1" 204 0
INFO: 2021-12-15 15:56:06,146 Opened covid csv file
DEBUG: 2021-12-15 15:56:06,146 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:06,300 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=Covid HTTP/1.1" 200 None
INFO: 2021-12-15 15:56:06,300 News API request
DEBUG: 2021-12-15 15:56:06,300 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:06,445 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=COVID-19 HTTP/1.1" 200 None
INFO: 2021-12-15 15:56:06,447 News API request
DEBUG: 2021-12-15 15:56:06,447 Starting new HTTPS connection (1): newsapi.org:443
DEBUG: 2021-12-15 15:56:06,933 https://newsapi.org:443 "GET /v2/everything?apiKey=7a85711125554f4e96297de16e0b3653&q=coronavirus HTTP/1.1" 200 None
INFO: 2021-12-15 15:56:06,949 News API request
INFO: 2021-12-15 15:56:06,956  * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
INFO: 2021-12-15 15:56:34,418 127.0.0.1 - - [15/Dec/2021 15:56:34] "[32mGET / HTTP/1.1[0m" 302 -
INFO: 2021-12-15 15:56:34,438 127.0.0.1 - - [15/Dec/2021 15:56:34] "GET /index HTTP/1.1" 200 -
INFO: 2021-12-15 15:56:34,666 127.0.0.1 - - [15/Dec/2021 15:56:34] "[36mGET /static/images/covid_image.jpg HTTP/1.1[0m" 304 -
